
-944.863,-944.863,2.84089e-10
-944.863,-921.241,5.42681e-08
-944.863,-897.62,1.08252e-07
-944.863,-873.998,1.62236e-07
-944.863,-850.377,2.1622e-07
-944.863,-826.755,2.70204e-07
-944.863,-803.134,3.24188e-07
-944.863,-779.512,3.78172e-07
-944.863,-755.89,4.32156e-07
-944.863,-732.269,4.8614e-07
-944.863,-708.647,5.40124e-07
-944.863,-685.026,5.94108e-07
-944.863,-661.404,6.48092e-07
-944.863,-637.783,7.02076e-07
-944.863,-614.161,7.5606e-07
-944.863,-590.539,8.10044e-07
-944.863,-566.918,8.64028e-07
-944.863,-543.296,9.18012e-07
-944.863,-519.675,9.71996e-07
-944.863,-496.053,1.02598e-06
-944.863,-472.432,1.07996e-06
-921.241,-944.863,5.42681e-08
-921.241,-921.241,1.03665e-05
-921.241,-897.62,2.06788e-05
-921.241,-873.998,3.09911e-05
-921.241,-850.377,4.13034e-05
-921.241,-826.755,5.16157e-05
-921.241,-803.134,6.19279e-05
-921.241,-779.512,7.22402e-05
-921.241,-755.89,8.25525e-05
-921.241,-732.269,9.28648e-05
-921.241,-708.647,0.000103177
-921.241,-685.026,0.000113489
-921.241,-661.404,0.000123802
-921.241,-637.783,0.000134114
-921.241,-614.161,0.000144426
-921.241,-590.539,0.000154738
-921.241,-566.918,0.000165051
-921.241,-543.296,0.000175363
-921.241,-519.675,0.000185675
-921.241,-496.053,0.000195988
-921.241,-472.432,0.0002063
-897.62,-944.863,1.08252e-07
-897.62,-921.241,2.06788e-05
-897.62,-897.62,4.12494e-05
-897.62,-873.998,6.182e-05
-897.62,-850.377,8.23905e-05
-897.62,-826.755,0.000102961
-897.62,-803.134,0.000123532
-897.62,-779.512,0.000144102
-897.62,-755.89,0.000164673
-897.62,-732.269,0.000185243
-897.62,-708.647,0.000205814
-897.62,-685.026,0.000226385
-897.62,-661.404,0.000246955
-897.62,-637.783,0.000267526
-897.62,-614.161,0.000288096
-897.62,-590.539,0.000308667
-897.62,-566.918,0.000329237
-897.62,-543.296,0.000349808
-897.62,-519.675,0.000370379
-897.62,-496.053,0.000390949
-897.62,-472.432,0.00041152
-873.998,-944.863,1.62236e-07
-873.998,-921.241,3.09911e-05
-873.998,-897.62,6.182e-05
-873.998,-873.998,9.26488e-05
-873.998,-850.377,0.000123478
-873.998,-826.755,0.000154307
-873.998,-803.134,0.000185135
-873.998,-779.512,0.000215964
-873.998,-755.89,0.000246793
-873.998,-732.269,0.000277622
-873.998,-708.647,0.000308451
-873.998,-685.026,0.00033928
-873.998,-661.404,0.000370109
-873.998,-637.783,0.000400938
-873.998,-614.161,0.000431766
-873.998,-590.539,0.000462595
-873.998,-566.918,0.000493424
-873.998,-543.296,0.000524253
-873.998,-519.675,0.000555082
-873.998,-496.053,0.000585911
-873.998,-472.432,0.00061674
-850.377,-944.863,2.1622e-07
-850.377,-921.241,4.13034e-05
-850.377,-897.62,8.23905e-05
-850.377,-873.998,0.000123478
-850.377,-850.377,0.000164565
-850.377,-826.755,0.000205652
-850.377,-803.134,0.000246739
-850.377,-779.512,0.000287826
-850.377,-755.89,0.000328914
-850.377,-732.269,0.000370001
-850.377,-708.647,0.000411088
-850.377,-685.026,0.000452175
-850.377,-661.404,0.000493262
-850.377,-637.783,0.000534349
-850.377,-614.161,0.000575436
-850.377,-590.539,0.000616524
-850.377,-566.918,0.000657611
-850.377,-543.296,0.000698698
-850.377,-519.675,0.000739785
-850.377,-496.053,0.000780872
-850.377,-472.432,0.000821959
-826.755,-944.863,2.70204e-07
-826.755,-921.241,5.16157e-05
-826.755,-897.62,0.000102961
-826.755,-873.998,0.000154307
-826.755,-850.377,0.000205652
-826.755,-826.755,0.000256997
-826.755,-803.134,0.000308343
-826.755,-779.512,0.000359688
-826.755,-755.89,0.000411034
-826.755,-732.269,0.000462379
-826.755,-708.647,0.000513725
-826.755,-685.026,0.00056507
-826.755,-661.404,0.000616416
-826.755,-637.783,0.000667761
-826.755,-614.161,0.000719107
-826.755,-590.539,0.000770452
-826.755,-566.918,0.000821798
-826.755,-543.296,0.000873143
-826.755,-519.675,0.000924488
-826.755,-496.053,0.000975834
-826.755,-472.432,0.00102718
-803.134,-944.863,3.24188e-07
-803.134,-921.241,6.19279e-05
-803.134,-897.62,0.000123532
