
-29.25,-29.25,0
-29.25,-29.0062,0
-29.25,-28.7625,0
-29.25,-28.5188,0
-29.25,-28.275,0
-29.25,-28.0312,0
-29.25,-27.7875,0
-29.25,-27.5437,0
-29.25,-27.3,0
-29.25,-27.0562,0
-29.25,-26.8125,0
-29.25,-26.5687,0
-29.25,-26.325,0
-29.25,-26.0812,0
-29.25,-25.8375,0
-29.25,-25.5937,0
-29.25,-25.35,0
-29.25,-25.1062,0
-29.25,-24.8625,0
-29.25,-24.6187,0
-29.25,-24.375,0
-29.0062,-29.25,0
-29.0062,-29.0062,-1.56941e-12
-29.0062,-28.7625,-3.13881e-12
-29.0063,-28.5188,-4.70822e-12
-29.0062,-28.275,-6.27763e-12
-29.0062,-28.0312,-7.84704e-12
-29.0062,-27.7875,-9.41644e-12
-29.0062,-27.5437,-1.09859e-11
-29.0062,-27.3,-1.25553e-11
-29.0062,-27.0562,-1.41247e-11
-29.0062,-26.8125,-1.56941e-11
-29.0062,-26.5687,-1.72635e-11
-29.0062,-26.325,-1.88329e-11
-29.0062,-26.0812,-2.04023e-11
-29.0062,-25.8375,-2.19717e-11
-29.0062,-25.5937,-2.35411e-11
-29.0062,-25.35,-2.51105e-11
-29.0062,-25.1062,-2.66799e-11
-29.0062,-24.8625,-2.82493e-11
-29.0063,-24.6187,-2.98187e-11
-29.0063,-24.375,-3.13881e-11
-28.7625,-29.25,0
-28.7625,-29.0062,-3.13881e-12
-28.7625,-28.7625,-6.27763e-12
-28.7625,-28.5188,-9.41644e-12
-28.7625,-28.275,-1.25553e-11
-28.7625,-28.0312,-1.56941e-11
-28.7625,-27.7875,-1.88329e-11
-28.7625,-27.5437,-2.19717e-11
-28.7625,-27.3,-2.51105e-11
-28.7625,-27.0562,-2.82493e-11
-28.7625,-26.8125,-3.13881e-11
-28.7625,-26.5687,-3.4527e-11
-28.7625,-26.325,-3.76658e-11
-28.7625,-26.0812,-4.08046e-11
-28.7625,-25.8375,-4.39434e-11
-28.7625,-25.5937,-4.70822e-11
-28.7625,-25.35,-5.0221e-11
-28.7625,-25.1062,-5.33598e-11
-28.7625,-24.8625,-5.64987e-11
-28.7625,-24.6187,-5.96375e-11
-28.7625,-24.375,-6.27763e-11
-28.5188,-29.25,0
